,entropy,articles,risk
nagpuroranges.com,0.5004024235381879,5,MEDIUM
myfox8.com,0.5004024235381879,5,MEDIUM
medcitynews.com,0.5004024235381879,10,MEDIUM
con-telegraph.ie,0.5004024235381879,5,MEDIUM
northweststar.com.au,0.5004024235381879,5,MEDIUM
koreajoongangdaily.joins.com,0.5004024235381879,5,MEDIUM
kitv.com,0.5004024235381879,5,MEDIUM
technomag.co.zw,0.5004024235381879,5,MEDIUM
pressherald.com,0.5004024235381879,5,MEDIUM
cen.acs.org,0.5004024235381879,5,MEDIUM
ucsdnews.ucsd.edu,0.5004024235381879,5,MEDIUM
kidspot.com.au,0.5004024235381879,5,MEDIUM
kfoxtv.com,0.5004024235381879,5,MEDIUM
keyt.com,0.5004024235381879,5,MEDIUM
looper.com,0.5011468423941993,33,MEDIUM
cnbcafrica.com,0.5036970833141494,53,MEDIUM
neweralive.na,0.5065586091685529,96,MEDIUM
phoneworld.com.pk,0.509137344082687,14,MEDIUM
pedestrian.tv,0.509137344082687,28,MEDIUM
cyclingnews.com,0.5098156995816887,29,MEDIUM
saharareporters.com,0.5098156995816887,116,MEDIUM
in.ign.com,0.5117400734174093,24,MEDIUM
honey.nine.com.au,0.5133562357423774,48,MEDIUM
mamamia.com.au,0.5158361211027406,26,MEDIUM
orissapost.com,0.5181862130502128,20,MEDIUM
drugtargetreview.com,0.5195798391305154,14,MEDIUM
en.as.com,0.523913321767208,49,MEDIUM
marketwatch.com,0.5257053272488041,314,MEDIUM
whitsundaytimes.com.au,0.5297061990576545,9,MEDIUM
newbusinessethiopia.com,0.5297061990576545,9,MEDIUM
entrackr.com,0.5297061990576545,9,MEDIUM
win.gg,0.5297061990576545,9,MEDIUM
hypebae.com,0.5297061990576545,18,MEDIUM
hitconsultant.net,0.5297061990576545,9,MEDIUM
geektyrant.com,0.5297061990576545,9,MEDIUM
monitor.co.ug,0.5297061990576545,9,MEDIUM
thesportsrush.com,0.5312767242400419,79,MEDIUM
gamesradar.com,0.5321915198030647,223,MEDIUM
sportwitness.co.uk,0.535959889216217,22,MEDIUM
hackaday.com,0.5359610497090694,13,MEDIUM
jakartaglobe.id,0.5359610497090694,13,MEDIUM
lowyat.net,0.5366645624845252,57,MEDIUM
baltictimes.com,0.5402041423888608,13,MEDIUM
theringer.com,0.5455945739691843,17,MEDIUM
lightreading.com,0.5455945739691843,17,MEDIUM
news.thevoicebw.com,0.5488743844849944,21,MEDIUM
space.com,0.5516294183978517,68,MEDIUM
aljazeera.com,0.5549846098569726,393,MEDIUM
balls.ie,0.5556401539672464,37,MEDIUM
reportswatch.com,0.5573188794511004,34,MEDIUM
newswise.com,0.5589188931211819,81,MEDIUM
derrynow.com,0.5623351446188083,4,MEDIUM
plugtimes.com,0.5623351446188083,4,MEDIUM
kccu.org,0.5623351446188083,4,MEDIUM
oleantimesherald.com,0.5623351446188083,4,MEDIUM
hotair.com,0.5623351446188083,4,MEDIUM
iafrica.com,0.5623351446188083,4,MEDIUM
daytondailynews.com,0.5623351446188083,4,MEDIUM
ig.com,0.5623351446188083,4,MEDIUM
sooeveningnews.com,0.5623351446188083,4,MEDIUM
herald.ie,0.5623351446188083,4,MEDIUM
her.ie,0.5623351446188083,4,MEDIUM
hodinkee.com,0.5623351446188083,4,MEDIUM
pentictonherald.ca,0.5623351446188083,4,MEDIUM
weather.com,0.5623351446188083,8,MEDIUM
grandforksherald.com,0.5623351446188083,4,MEDIUM
wbay.com,0.5623351446188083,4,MEDIUM
ftalphaville.ft.com,0.5623351446188083,4,MEDIUM
palmbeachpost.com,0.5623351446188083,4,MEDIUM
osa-opn.org,0.5623351446188083,4,MEDIUM
extratv.com,0.5623351446188083,4,MEDIUM
washingtontimes.com,0.5623351446188083,4,MEDIUM
wbur.org,0.5623351446188083,4,MEDIUM
dazeddigital.com,0.5623351446188083,4,MEDIUM
gulf-times.com,0.5623351446188083,4,MEDIUM
gqindia.com,0.5623351446188083,4,MEDIUM
warringtonguardian.co.uk,0.5623351446188083,8,MEDIUM
welivesecurity.com,0.5623351446188083,4,MEDIUM
eveningtelegraph.co.uk,0.5623351446188083,4,MEDIUM
news.amomama.com,0.5623351446188083,4,MEDIUM
advisory.com,0.5623351446188083,4,MEDIUM
think.ing.com,0.5623351446188083,4,MEDIUM
915thebeat.com,0.5623351446188083,4,MEDIUM
roadtovr.com,0.5623351446188083,4,MEDIUM
learningenglish.voanews.com,0.5623351446188083,4,MEDIUM
selectscience.net,0.5623351446188083,4,MEDIUM
nippon.com,0.5623351446188083,4,MEDIUM
newstodaynet.com,0.5623351446188083,4,MEDIUM
batman-news.com,0.5623351446188083,4,MEDIUM
mic.com,0.5623351446188083,4,MEDIUM
todayfm.com,0.5623351446188083,4,MEDIUM
apple.com,0.5623351446188083,4,MEDIUM
tennessean.com,0.5623351446188083,4,MEDIUM
all4women.co.za,0.5623351446188083,4,MEDIUM
pressreality.com,0.5623351446188083,4,MEDIUM
brooklynvegan.com,0.5623351446188083,4,MEDIUM
me.ign.com,0.5623351446188083,4,MEDIUM
prpeak.com,0.5623351446188083,4,MEDIUM
wsfa.com,0.5623351446188083,4,MEDIUM
wsfm.com.au,0.5623351446188083,4,MEDIUM
breakingtravelnews.com,0.5623351446188083,4,MEDIUM
sail-world.com,0.5623351446188083,4,MEDIUM
kwch.com,0.5623351446188083,4,MEDIUM
thehour.com,0.5623351446188083,4,MEDIUM
thestatszone.com,0.5623351446188083,4,MEDIUM
kelownadailycourier.ca,0.5623351446188083,4,MEDIUM
thesarniajournal.ca,0.5623351446188083,4,MEDIUM
windsorite.ca,0.5623351446188083,4,MEDIUM
uploadcomet.com,0.5623351446188083,4,MEDIUM
sundaymail.co.zw,0.5623351446188083,4,MEDIUM
themarysue.com,0.5623351446188083,4,MEDIUM
jbklutse.com,0.5623351446188083,4,MEDIUM
cosmopolitanme.com,0.5623351446188083,4,MEDIUM
ketv.com,0.5623351446188083,4,MEDIUM
westernmassnews.com,0.5623351446188083,4,MEDIUM
peta.org,0.5623351446188083,4,MEDIUM
disrupt-africa.com,0.5623351446188083,4,MEDIUM
in.pcmag.com,0.5623351446188083,4,MEDIUM
wate.com,0.5623351446188083,4,MEDIUM
wbal.com,0.5623351446188083,4,MEDIUM
oprahmag.com,0.5623351446188083,4,MEDIUM
examiner.com.au,0.5623351446188083,4,MEDIUM
foodnavigator-usa.com,0.5623351446188083,4,MEDIUM
ktvb.com,0.5623351446188083,4,MEDIUM
techcabal.com,0.5623351446188083,8,MEDIUM
cancerhealth.com,0.5623351446188083,4,MEDIUM
longfordleader.ie,0.5623351446188083,4,MEDIUM
local10.com,0.5623351446188083,4,MEDIUM
leaderpost.com,0.5623351446188083,4,MEDIUM
carrickherald.com,0.5623351446188083,4,MEDIUM
clinicaltrialsarena.com,0.5623351446188083,4,MEDIUM
cbs17.com,0.5623351446188083,4,MEDIUM
kttc.com,0.5623351446188083,4,MEDIUM
thetakeout.com,0.5623351446188083,4,MEDIUM
krcrtv.com,0.5623351446188083,4,MEDIUM
lacrossetribune.com,0.5623351446188083,4,MEDIUM
womenofchina.cn,0.5623351446188083,4,MEDIUM
thekashmirmonitor.net,0.5623351446188083,4,MEDIUM
wjhl.com,0.5623351446188083,4,MEDIUM
wkrg.com,0.5623351446188083,4,MEDIUM
wkow.com,0.5623351446188083,4,MEDIUM
regina.ctvnews.ca,0.5627298200345141,30,MEDIUM
nme.com,0.5687478663102898,288,MEDIUM
polygon.com,0.5689353825476205,164,MEDIUM
caradvice.com.au,0.5700471705012848,35,MEDIUM
bnn-news.com,0.5700471705012848,35,MEDIUM
leadership.ng,0.5722806988018472,27,MEDIUM
noosanews.com.au,0.5739644913933235,23,MEDIUM
primefeed.in,0.5769287655548124,91,MEDIUM
chelanpress.com,0.5857831289187342,26,MEDIUM
extremetech.com,0.5857831289187342,26,MEDIUM
richmond-news.com,0.5859526183035508,11,MEDIUM
centreforaviation.com,0.5859526183035508,11,MEDIUM
filmdaily.co,0.5859526183035508,11,MEDIUM
patentlyapple.com,0.5898691618387124,33,MEDIUM
hotnewhiphop.com,0.5926932270496965,47,MEDIUM
borkena.com,0.5929533174474745,25,MEDIUM
mumbailive.com,0.5982695885852573,7,MEDIUM
pharmiweb.com,0.5982695885852573,7,MEDIUM
inforum.com,0.5982695885852573,7,MEDIUM
agriland.ie,0.5982695885852573,7,MEDIUM
forexlive.com,0.5982695885852573,7,MEDIUM
thirdcoastreview.com,0.5982695885852573,7,MEDIUM
riotimesonline.com,0.5982695885852573,7,MEDIUM
m.drive.com.au,0.5982695885852573,7,MEDIUM
esi-africa.com,0.5982695885852573,7,MEDIUM
born2invest.com,0.5982695885852573,7,MEDIUM
nerdsandbeyond.com,0.5982695885852573,7,MEDIUM
leveereport.com,0.5982695885852573,7,MEDIUM
techrepublic.com,0.6001660731596457,22,MEDIUM
motor1.com,0.6002414407455903,66,MEDIUM
healthline.com,0.6004829082458254,25,MEDIUM
tbivision.com,0.6019239717322895,16,MEDIUM
egyptindependent.com,0.6019239717322895,16,MEDIUM
comicbook.com,0.6092053449845971,147,MEDIUM
zee5.com,0.6098423831688188,44,MEDIUM
thezimbabwedaily.com,0.6108643020548935,10,MEDIUM
whatculture.com,0.6108643020548935,40,MEDIUM
afr.com,0.6136081437889258,112,MEDIUM
ippmedia.com,0.61665429496923,90,MEDIUM
cyclingtips.com,0.6200563412552393,35,MEDIUM
helpnetsecurity.com,0.6210863745552451,16,MEDIUM
m.malaysiakini.com,0.6210863745552451,16,MEDIUM
rollingstone.com,0.6228649056350252,85,MEDIUM
examinerlive.co.uk,0.623848004006291,24,MEDIUM
vogue.in,0.625491359725573,22,MEDIUM
lifehacker.com,0.6263812368639954,30,MEDIUM
instyle.com,0.6330395116644678,19,MEDIUM
theedgemarkets.com,0.6341375317863488,139,MEDIUM
zigwheels.ph,0.6365141682948128,3,MEDIUM
4029tv.com,0.6365141682948128,3,MEDIUM
660citynews.com,0.6365141682948128,3,MEDIUM
570news.com,0.6365141682948128,3,MEDIUM
thenewsnigeria.com.ng,0.6365141682948128,3,MEDIUM
abc11.com,0.6365141682948128,3,MEDIUM
abcstlouis.com,0.6365141682948128,3,MEDIUM
pilotonline.com,0.6365141682948128,3,MEDIUM
phillytrib.com,0.6365141682948128,3,MEDIUM
ph.asiatatler.com,0.6365141682948128,3,MEDIUM
thespacereview.com,0.6365141682948128,3,MEDIUM
oklahoman.com,0.6365141682948128,3,MEDIUM
oann.com,0.6365141682948128,6,MEDIUM
odishatv.in,0.6365141682948128,3,MEDIUM
oedigital.com,0.6365141682948128,3,MEDIUM
nyoooz.com,0.6365141682948128,3,MEDIUM
basingstokegazette.co.uk,0.6365141682948128,3,MEDIUM
baltimoresun.com,0.6365141682948128,3,MEDIUM
azfamily.com,0.6365141682948128,3,MEDIUM
balkaninsight.com,0.6365141682948128,3,MEDIUM
auburnpub.com,0.6365141682948128,3,MEDIUM
australiantimes.co.uk,0.6365141682948128,3,MEDIUM
nova.ie,0.6365141682948128,3,MEDIUM
gtreview.com,0.6365141682948128,3,MEDIUM
interaksyon.com,0.6365141682948128,9,MEDIUM
jacksonprogress-argus.com,0.6365141682948128,3,MEDIUM
ispreview.co.uk,0.6365141682948128,6,MEDIUM
israel21c.org,0.6365141682948128,3,MEDIUM
upstreamonline.com,0.6365141682948128,3,MEDIUM
valleynewslive.com,0.6365141682948128,3,MEDIUM
valdostadailytimes.com,0.6365141682948128,3,MEDIUM
sloughobserver.co.uk,0.6365141682948128,3,MEDIUM
wtoc.com,0.6365141682948128,3,MEDIUM
wtsp.com,0.6365141682948128,3,MEDIUM
newsroompost.com,0.6365141682948128,3,MEDIUM
ia.acs.org.au,0.6365141682948128,3,MEDIUM
hospitalitynet.org,0.6365141682948128,3,MEDIUM
hit.com.au,0.6365141682948128,3,MEDIUM
innovationintextiles.com,0.6365141682948128,3,MEDIUM
impartialreporter.com,0.6365141682948128,3,MEDIUM
realsimple.com,0.6365141682948128,3,MEDIUM
nojitter.com,0.6365141682948128,3,MEDIUM
nhregister.com,0.6365141682948128,3,MEDIUM
nigerianbulletin.com,0.6365141682948128,3,MEDIUM
newson6.com,0.6365141682948128,3,MEDIUM
registerguard.com,0.6365141682948128,3,MEDIUM
reinsurancene.ws,0.6365141682948128,3,MEDIUM
botswanaunplugged.com,0.6365141682948128,3,MEDIUM
wrc.com,0.6365141682948128,3,MEDIUM
news.umich.edu,0.6365141682948128,3,MEDIUM
techau.com.au,0.6365141682948128,3,MEDIUM
newsshooter.com,0.6365141682948128,3,MEDIUM
newseu.cgtn.com,0.6365141682948128,3,MEDIUM
newsday.com,0.6365141682948128,6,MEDIUM
news4sanantonio.com,0.6365141682948128,3,MEDIUM
news.theceomagazine.com,0.6365141682948128,3,MEDIUM
richmondandtwickenhamtimes.co.uk,0.6365141682948128,3,MEDIUM
broadbandtvnews.com,0.6365141682948128,3,MEDIUM
tidbits.com,0.6365141682948128,3,MEDIUM
businesskorea.co.kr,0.6365141682948128,3,MEDIUM
nbcwashington.com,0.6365141682948128,3,MEDIUM
netnewsledger.com,0.6365141682948128,3,MEDIUM
news.alphastreet.com,0.6365141682948128,3,MEDIUM
thewestmorlandgazette.co.uk,0.6365141682948128,3,MEDIUM
cultaholic.com,0.6365141682948128,3,MEDIUM
swarajyamag.com,0.6365141682948128,9,MEDIUM
mobile.reuters.com,0.6365141682948128,3,MEDIUM
mining-technology.com,0.6365141682948128,3,MEDIUM
tbnewswatch.com,0.6365141682948128,3,MEDIUM
worldpoliticsreview.com,0.6365141682948128,3,MEDIUM
calvinayre.com,0.6365141682948128,3,MEDIUM
roboticsandautomationnews.com,0.6365141682948128,3,MEDIUM
talkofthetown.co.za,0.6365141682948128,3,MEDIUM
mysanantonio.com,0.6365141682948128,3,MEDIUM
tech.einnews.com,0.6365141682948128,3,MEDIUM
mytwintiers.com,0.6365141682948128,3,MEDIUM
cbs8.com,0.6365141682948128,3,MEDIUM
cms.trust.org,0.6365141682948128,3,MEDIUM
techexec.com.au,0.6365141682948128,3,MEDIUM
cartoq.com,0.6365141682948128,3,MEDIUM
roadandtrack.com,0.6365141682948128,12,MEDIUM
mychesco.com,0.6365141682948128,3,MEDIUM
myamazonecho.com,0.6365141682948128,3,MEDIUM
chronicle-tribune.com,0.6365141682948128,3,MEDIUM
wmcactionnews5.com,0.6365141682948128,3,MEDIUM
chiangraitimes.com,0.6365141682948128,3,MEDIUM
channelasia.tech,0.6365141682948128,6,MEDIUM
romania-insider.com,0.6365141682948128,3,MEDIUM
connectradio.fm,0.6365141682948128,3,MEDIUM
taarifa.rw,0.6365141682948128,3,MEDIUM
conservativewoman.co.uk,0.6365141682948128,3,MEDIUM
toronto.com,0.6365141682948128,3,MEDIUM
cleveland19.com,0.6365141682948128,3,MEDIUM
comicbookmovie.com,0.6365141682948128,3,MEDIUM
communitypress.ca,0.6365141682948128,3,MEDIUM
consumeraffairs.com,0.6365141682948128,3,MEDIUM
csrwire.com,0.6365141682948128,3,MEDIUM
daily-journal.com,0.6365141682948128,3,MEDIUM
cysticfibrosisnewstoday.com,0.6365141682948128,3,MEDIUM
themorningbulletin.com.au,0.6365141682948128,6,MEDIUM
mother.ly,0.6365141682948128,3,MEDIUM
globalvoices.org,0.6365141682948128,3,MEDIUM
warriorswire.usatoday.com,0.6365141682948128,3,MEDIUM
jsonline.com,0.6365141682948128,3,MEDIUM
vegnews.com,0.6365141682948128,3,MEDIUM
unite.ai,0.6365141682948128,3,MEDIUM
jordantimes.com,0.6365141682948128,3,MEDIUM
jerseyeveningpost.com,0.6365141682948128,3,MEDIUM
herald-review.com,0.6365141682948128,3,MEDIUM
itij.com,0.6365141682948128,3,MEDIUM
gurufocus.com,0.6365141682948128,6,MEDIUM
healthitanalytics.com,0.6365141682948128,3,MEDIUM
themeparkinsider.com,0.6365141682948128,3,MEDIUM
mississauga.com,0.6365141682948128,3,MEDIUM
themix.net,0.6365141682948128,3,MEDIUM
dailyresearchphotographer.com,0.6365141682948128,3,MEDIUM
sundiatapost.com,0.6365141682948128,3,MEDIUM
delorainetimes.ca,0.6365141682948128,3,MEDIUM
defensenews.com,0.6365141682948128,3,MEDIUM
wicnews.com,0.6365141682948128,3,MEDIUM
metalbulletin.com,0.6365141682948128,3,MEDIUM
todayville.com,0.6365141682948128,3,MEDIUM
middleeasteye.net,0.6365141682948128,3,MEDIUM
travel.nine.com.au,0.6365141682948128,3,MEDIUM
theleader.com.au,0.6365141682948128,3,MEDIUM
cosmicbook.news,0.6365141682948128,3,MEDIUM
core77.com,0.6365141682948128,3,MEDIUM
crunchyroll.com,0.6365141682948128,3,MEDIUM
portageonline.com,0.6365141682948128,3,MEDIUM
postguam.com,0.6365141682948128,3,MEDIUM
advancedsciencenews.com,0.6365141682948128,3,MEDIUM
power-technology.com,0.6365141682948128,3,MEDIUM
asianage.com,0.6365141682948128,3,MEDIUM
princegeorgematters.com,0.6365141682948128,3,MEDIUM
qswownews.com,0.6365141682948128,3,MEDIUM
1011now.com,0.6365141682948128,3,MEDIUM
addisstandard.com,0.6365141682948128,6,MEDIUM
foodnavigator.com,0.6365141682948128,6,MEDIUM
financial-world.org,0.6365141682948128,3,MEDIUM
floridatoday.com,0.6365141682948128,3,MEDIUM
feminisminindia.com,0.6365141682948128,3,MEDIUM
who.int,0.6365141682948128,3,MEDIUM
dailynews.com,0.6365141682948128,3,MEDIUM
dailyliberal.com.au,0.6365141682948128,3,MEDIUM
denverpost.com,0.6365141682948128,9,MEDIUM
discovermoosejaw.com,0.6365141682948128,3,MEDIUM
dailyexcelsior.com,0.6365141682948128,6,MEDIUM
mainichi.jp,0.6365141682948128,3,MEDIUM
m.wheels24.co.za,0.6365141682948128,3,MEDIUM
dotmed.com,0.6365141682948128,3,MEDIUM
djmag.com,0.6365141682948128,3,MEDIUM
wfaa.com,0.6365141682948128,3,MEDIUM
m.marketscreener.com,0.6365141682948128,3,MEDIUM
m.koreatimes.co.kr,0.6365141682948128,3,MEDIUM
diabetes.co.uk,0.6365141682948128,3,MEDIUM
denofgeek.com,0.6365141682948128,42,MEDIUM
lmfm.ie,0.6365141682948128,6,MEDIUM
traveller.com.au,0.6365141682948128,3,MEDIUM
traveldailymedia.com,0.6365141682948128,3,MEDIUM
tucson.com,0.6365141682948128,3,MEDIUM
greenmatters.com,0.6365141682948128,3,MEDIUM
gcn.com,0.6365141682948128,3,MEDIUM
leaderlive.co.uk,0.6365141682948128,3,MEDIUM
leafly.com,0.6365141682948128,3,MEDIUM
lmtonline.com,0.6365141682948128,3,MEDIUM
westmeathindependent.ie,0.6365141682948128,3,MEDIUM
wfsb.com,0.6365141682948128,3,MEDIUM
localmemphis.com,0.6365141682948128,3,MEDIUM
wefornews.com,0.6365141682948128,3,MEDIUM
localsyr.com,0.6365141682948128,3,MEDIUM
live5news.com,0.6365141682948128,3,MEDIUM
legacy.com,0.6365141682948128,3,MEDIUM
wcnc.com,0.6365141682948128,3,MEDIUM
erienewsnow.com,0.6365141682948128,3,MEDIUM
en.chessbase.com,0.6365141682948128,3,MEDIUM
english.ahram.org.eg,0.6365141682948128,3,MEDIUM
graphene-info.com,0.6365141682948128,3,MEDIUM
gearpatrol.com,0.6365141682948128,3,MEDIUM
southernstar.ie,0.6365141682948128,3,MEDIUM
southcoastherald.co.za,0.6365141682948128,3,MEDIUM
kvue.com,0.6365141682948128,9,MEDIUM
lakeshoregazette.com,0.6365141682948128,3,MEDIUM
sentinelsource.com,0.6365141682948128,3,MEDIUM
wbaltv.com,0.6365141682948128,3,MEDIUM
wdsu.com,0.6365141682948128,3,MEDIUM
fatherly.com,0.6365141682948128,3,MEDIUM
fashionista.com,0.6365141682948128,3,MEDIUM
springfieldnewssun.com,0.6365141682948128,3,MEDIUM
kyn24.com,0.6365141682948128,3,MEDIUM
gothamist.com,0.6365141682948128,9,MEDIUM
gooruf.com,0.6365141682948128,3,MEDIUM
greatist.com,0.6365141682948128,3,MEDIUM
theadvocate.com,0.6365141682948128,6,MEDIUM
kimatv.com,0.6365141682948128,3,MEDIUM
krcu.org,0.6365141682948128,3,MEDIUM
krgv.com,0.6365141682948128,3,MEDIUM
fullpresscoverage.com,0.6365141682948128,3,MEDIUM
fwi.co.uk,0.6365141682948128,3,MEDIUM
fox5ny.com,0.6365141682948128,3,MEDIUM
foxla.com,0.6365141682948128,3,MEDIUM
amnesty.org,0.6365141682948128,3,MEDIUM
amp.breakingnews.ie,0.6365141682948128,3,MEDIUM
fox5vegas.com,0.6365141682948128,3,MEDIUM
fox17.com,0.6365141682948128,3,MEDIUM
agricensus.com,0.6365141682948128,3,MEDIUM
fiercebiotech.com,0.6365141682948128,12,MEDIUM
ksbw.com,0.6365141682948128,3,MEDIUM
ktuu.com,0.6365141682948128,3,MEDIUM
kilkennynow.ie,0.6365141682948128,3,MEDIUM
akipress.com,0.6365141682948128,3,MEDIUM
ajn.timesofisrael.com,0.6365141682948128,3,MEDIUM
allnewsbuzz.com,0.6365141682948128,3,MEDIUM
fxstreet.com,0.6374021721227063,55,MEDIUM
wwd.com,0.639031859650177,10,MEDIUM
mediapost.com,0.639031859650177,10,MEDIUM
footwearnews.com,0.639031859650177,10,MEDIUM
kstp.com,0.639031859650177,10,MEDIUM
cqnews.com.au,0.639031859650177,20,MEDIUM
edexlive.com,0.639031859650177,10,MEDIUM
movieweb.com,0.639031859650177,10,MEDIUM
itweb.co.za,0.639031859650177,10,MEDIUM
ekathimerini.com,0.639031859650177,10,MEDIUM
autocar.co.uk,0.6482791673644765,37,MEDIUM
digitalmarketnews.com,0.6510152684472809,87,MEDIUM
genengnews.com,0.6546695645285008,18,MEDIUM
sg.finance.yahoo.com,0.6546695645285008,18,MEDIUM
calgary.ctvnews.ca,0.6551416497122078,27,MEDIUM
crn.com,0.6554817739013927,11,MEDIUM
swindonadvertiser.co.uk,0.6554817739013927,11,MEDIUM
topgear.com.ph,0.6554817739013927,11,MEDIUM
byronnews.com.au,0.6559757323365467,14,MEDIUM
deadline.com,0.6561434631110892,290,MEDIUM
insideevs.com,0.6565276849329176,32,MEDIUM
iharare.com,0.6580309975500831,33,MEDIUM
hamodia.com,0.6598720137848266,17,MEDIUM
bournemouthecho.co.uk,0.6615632381579821,8,MEDIUM
thepharmaletter.com,0.6615632381579821,8,MEDIUM
lincolnshirelive.co.uk,0.6615632381579821,8,MEDIUM
ghanaweb.com,0.6621510838210557,376,MEDIUM
namibian.com.na,0.6643117505327929,118,MEDIUM
telecomtalk.info,0.666278442414676,13,MEDIUM
etonline.com,0.666796348821334,55,MEDIUM
adage.com,0.6730116670092565,5,MEDIUM
yenisafak.com,0.6730116670092565,5,MEDIUM
aerospace-technology.com,0.6730116670092565,5,MEDIUM
pulsenews.co.kr,0.6730116670092565,5,MEDIUM
oodaloop.com,0.6730116670092565,5,MEDIUM
ethiopia-insight.com,0.6730116670092565,5,MEDIUM
ourmidland.com,0.6730116670092565,5,MEDIUM
asapland.com,0.6730116670092565,5,MEDIUM
ktnv.com,0.6730116670092565,5,MEDIUM
madison.com,0.6730116670092565,5,MEDIUM
eng.lsm.lv,0.6730116670092565,25,MEDIUM
geektime.com,0.6730116670092565,5,MEDIUM
dailyresearchpool.com,0.6730116670092565,15,MEDIUM
solecollector.com,0.6730116670092565,5,MEDIUM
soranews24.com,0.6730116670092565,5,MEDIUM
swachhindia.ndtv.com,0.6730116670092565,5,MEDIUM
wmtw.com,0.6730116670092565,5,MEDIUM
burnabynow.com,0.6730116670092565,5,MEDIUM
cnaluxury.channelnewsasia.com,0.6730116670092565,5,MEDIUM
mobihealthnews.com,0.6730116670092565,5,MEDIUM
boomlive.in,0.6730116670092565,5,MEDIUM
raps.org,0.6730116670092565,5,MEDIUM
themarketherald.com.au,0.6730116670092565,5,MEDIUM
pittsburgh.cbslocal.com,0.6730116670092565,5,MEDIUM
jg-tc.com,0.6730116670092565,5,MEDIUM
collider.com,0.6759010305740114,27,MEDIUM
givemesport.com,0.6806222001923108,66,MEDIUM
aninews.in,0.6825164472682486,57,MEDIUM
ianslive.in,0.6829081047004717,7,MEDIUM
southwalesargus.co.uk,0.6829081047004717,7,MEDIUM
adn.com,0.6829081047004717,7,MEDIUM
argusmedia.com,0.6829081047004717,7,MEDIUM
theswaddle.com,0.6829081047004717,7,MEDIUM
newsday.co.zw,0.6829081047004717,7,MEDIUM
carmag.co.za,0.6829081047004717,21,MEDIUM
getreading.co.uk,0.6829081047004717,14,MEDIUM
fda.gov,0.6829081047004717,7,MEDIUM
nationalgeographic.com,0.6829081047004717,7,MEDIUM
thedrinksbusiness.com,0.6829081047004717,14,MEDIUM
technode.com,0.6837389058487535,9,MEDIUM
airlinegeeks.com,0.6837389058487535,9,MEDIUM
europeangaming.eu,0.6837389058487535,9,MEDIUM
thecourier.com.au,0.6837389058487535,9,MEDIUM
belfastlive.co.uk,0.685668181141358,33,MEDIUM
lintelligencer.com,0.6869615765973234,9,MEDIUM
technext.ng,0.6869615765973234,9,MEDIUM
esquireme.com,0.6869615765973234,9,MEDIUM
spin.ph,0.6870920273799715,13,MEDIUM
novafm.com.au,0.6870920273799715,13,MEDIUM
tradearabia.com,0.6870920273799715,13,MEDIUM
webbyfeed.com,0.6874357505033553,20,MEDIUM
egypttoday.com,0.6881388137135884,20,MEDIUM
searchenginejournal.com,0.6889170862637752,22,MEDIUM
earth.com,0.6890092384766586,22,MEDIUM
bizjournals.com,0.68937906138404,29,MEDIUM
leeds-live.co.uk,0.6909610026276894,43,MEDIUM
bleedingcool.com,0.6920129648318738,42,MEDIUM
motorauthority.com,0.6922017029622767,23,MEDIUM
sixthtone.com,0.6931471805599453,2,MEDIUM
nonpareilonline.com,0.6931471805599453,2,MEDIUM
independentaustralia.net,0.6931471805599453,2,MEDIUM
incpak.com,0.6931471805599453,2,MEDIUM
inbrampton.com,0.6931471805599453,2,MEDIUM
indialegallive.com,0.6931471805599453,2,MEDIUM
thetelegraph.com,0.6931471805599453,2,MEDIUM
the-riotact.com,0.6931471805599453,2,MEDIUM
techpoint.africa,0.6931471805599453,2,MEDIUM
inkstonenews.com,0.6931471805599453,2,MEDIUM
baltic-course.com,0.6931471805599453,6,MEDIUM
valuewalk.com,0.6931471805599453,2,MEDIUM
homenewshere.com,0.6931471805599453,2,MEDIUM
home.nzcity.co.nz,0.6931471805599453,6,MEDIUM
i24news.tv,0.6931471805599453,2,MEDIUM
nuhey.news,0.6931471805599453,2,MEDIUM
thereporterethiopia.com,0.6931471805599453,8,MEDIUM
nugget.ca,0.6931471805599453,2,MEDIUM
parkeschampionpost.com.au,0.6931471805599453,2,MEDIUM
pharmaphorum.com,0.6931471805599453,2,MEDIUM
pigprogress.net,0.6931471805599453,2,MEDIUM
thenigerianvoice.com,0.6931471805599453,2,MEDIUM
thenewleam.com,0.6931471805599453,2,MEDIUM
thepoultrysite.com,0.6931471805599453,2,MEDIUM
thechronicle-online.com,0.6931471805599453,2,MEDIUM
8newsnow.com,0.6931471805599453,2,MEDIUM
nsnews.com,0.6931471805599453,2,MEDIUM
3dprintingindustry.com,0.6931471805599453,2,MEDIUM
680news.com,0.6931471805599453,4,MEDIUM
yourlocalguardian.co.uk,0.6931471805599453,2,MEDIUM
oicanadian.com,0.6931471805599453,2,MEDIUM
13wham.com,0.6931471805599453,4,MEDIUM
humanresourcesonline.net,0.6931471805599453,2,MEDIUM
valleycentral.com,0.6931471805599453,2,MEDIUM
verdict.co.uk,0.6931471805599453,2,MEDIUM
ventsmagazine.com,0.6931471805599453,2,MEDIUM
slrlounge.com,0.6931471805599453,2,MEDIUM
slippedisc.com,0.6931471805599453,2,MEDIUM
inhalton.com,0.6931471805599453,2,MEDIUM
infosecurity-magazine.com,0.6931471805599453,6,MEDIUM
